date,ProductsName,TotalSales,DateRunningTotal
2021-06-04,"Niushou Shengcai",¥1.52,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.62,¥1211.33
2021-06-04,"Niushou Shengcai",¥0.81,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.01,¥1211.33
2021-06-04,"Niushou Shengcai",¥0.71,¥1211.33
2021-06-04,"Niushou Shengcai",¥0.91,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.21,¥1211.33
2021-06-04,"Niushou Shengcai",¥0.81,¥1211.33
2021-06-04,"Niushou Shengcai",¥0.91,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.82,¥1211.33
2021-06-04,"Niushou Shengcai",¥0.71,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.82,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.31,¥1211.33
2021-06-04,"Niushou Shengcai",¥0.91,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.21,¥1211.33
2021-06-04,"Niushou Shengcai",¥1.82,¥1211.33
2021-06-07,"Niushou Shengcai",¥1.01,¥1220.73
2021-06-07,"Niushou Shengcai",¥0.91,¥1220.73
2021-06-07,"Niushou Shengcai",¥1.21,¥1220.73
2021-06-07,"Niushou Shengcai",¥1.31,¥1220.73
2021-06-07,"Niushou Shengcai",¥0.81,¥1220.73
2021-06-07,"Niushou Shengcai",¥0.71,¥1220.73
2021-06-07,"Niushou Shengcai",¥1.11,¥1220.73
2021-06-07,"Niushou Shengcai",¥1.31,¥1220.73
2021-06-07,"Niushou Shengcai",¥1.01,¥1220.73
2021-06-08,"Niushou Shengcai",¥0.51,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.91,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.81,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.21,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.71,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.61,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.61,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.72,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.91,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.61,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.71,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.91,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.11,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.92,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.31,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.62,¥1243.67
2021-06-08,"Niushou Shengcai",¥0.91,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.52,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.52,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.11,¥1243.67
2021-06-08,"Niushou Shengcai",¥1.72,¥1243.67
2021-06-13,"Niushou Shengcai",¥0.81,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.81,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.81,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.71,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.61,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.61,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.61,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.01,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.31,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.11,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.01,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.51,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.11,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.61,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.41,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.11,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.61,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.91,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.81,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.52,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.01,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.01,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.01,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.41,¥1268.02
2021-06-13,"Niushou Shengcai",¥1.21,¥1268.02
2021-06-13,"Niushou Shengcai",¥0.71,¥1268.02
2021-12-01,"Niushou Shengcai",¥1.91,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.42,¥1316.61
2021-12-01,"Niushou Shengcai",¥1.82,¥1316.61
2021-12-01,"Niushou Shengcai",¥3.93,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.62,¥1316.61
2021-12-01,"Niushou Shengcai",¥1.41,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.92,¥1316.61
2021-12-01,"Niushou Shengcai",¥1.01,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.72,¥1316.61
2021-12-01,"Niushou Shengcai",¥1.62,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.22,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.12,¥1316.61
2021-12-01,"Niushou Shengcai",¥0.71,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.82,¥1316.61
2021-12-01,"Niushou Shengcai",¥1.41,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.12,¥1316.61
2021-12-01,"Niushou Shengcai",¥0.71,¥1316.61
2021-12-01,"Niushou Shengcai",¥3.83,¥1316.61
2021-12-01,"Niushou Shengcai",¥1.11,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.72,¥1316.61
2021-12-01,"Niushou Shengcai",¥1.71,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.22,¥1316.61
2021-12-01,"Niushou Shengcai",¥2.52,¥1316.61
2021-12-02,"Niushou Shengcai",¥1.71,¥1337.98
2021-12-02,"Niushou Shengcai",¥1.51,¥1337.98
2021-12-02,"Niushou Shengcai",¥0.8,¥1337.98
2021-12-02,"Niushou Shengcai",¥0.91,¥1337.98
2021-12-02,"Niushou Shengcai",¥3.22,¥1337.98
2021-12-02,"Niushou Shengcai",¥2.12,¥1337.98
2021-12-02,"Niushou Shengcai",¥3.03,¥1337.98
2021-12-02,"Niushou Shengcai",¥2.52,¥1337.98
2021-12-02,"Niushou Shengcai",¥1.71,¥1337.98
2021-12-02,"Niushou Shengcai",¥0.8,¥1337.98
2021-12-02,"Niushou Shengcai",¥1.01,¥1337.98
2021-12-02,"Niushou Shengcai",¥2.01,¥1337.98
2021-12-03,"Niushou Shengcai",¥1.31,¥1374.13
2021-12-03,"Niushou Shengcai",¥2.82,¥1374.13
2021-12-03,"Niushou Shengcai",¥3.32,¥1374.13
2021-12-03,"Niushou Shengcai",¥0.91,¥1374.13
2021-12-03,"Niushou Shengcai",¥1.61,¥1374.13
2021-12-03,"Niushou Shengcai",¥0.8,¥1374.13
2021-12-03,"Niushou Shengcai",¥1.81,¥1374.13
2021-12-03,"Niushou Shengcai",¥2.92,¥1374.13
2021-12-03,"Niushou Shengcai",¥0.8,¥1374.13
2021-12-03,"Niushou Shengcai",¥1.71,¥1374.13
2021-12-03,"Niushou Shengcai",¥2.11,¥1374.13
2021-12-03,"Niushou Shengcai",¥3.62,¥1374.13
2021-12-03,"Niushou Shengcai",¥2.32,¥1374.13
2021-12-03,"Niushou Shengcai",¥2.72,¥1374.13
2021-12-03,"Niushou Shengcai",¥2.52,¥1374.13
2021-12-03,"Niushou Shengcai",¥1.71,¥1374.13
2021-12-03,"Niushou Shengcai",¥3.12,¥1374.13
2021-12-04,"Niushou Shengcai",¥2.92,¥1394.27
2021-12-04,"Niushou Shengcai",¥1.11,¥1394.27
2021-12-04,"Niushou Shengcai",¥1.71,¥1394.27
2021-12-04,"Niushou Shengcai",¥4.43,¥1394.27
2021-12-04,"Niushou Shengcai",¥1.01,¥1394.27
2021-12-04,"Niushou Shengcai",¥1.91,¥1394.27
2021-12-04,"Niushou Shengcai",¥1.71,¥1394.27
2021-12-04,"Niushou Shengcai",¥3.83,¥1394.27
2021-12-04,"Niushou Shengcai",¥1.51,¥1394.27
2021-12-05,"Niushou Shengcai",¥2.52,¥1461.43
2021-12-05,"Niushou Shengcai",¥2.52,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.71,¥1461.43
2021-12-05,"Niushou Shengcai",¥2.62,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.61,¥1461.43
2021-12-05,"Niushou Shengcai",¥2.11,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.91,¥1461.43
2021-12-05,"Niushou Shengcai",¥3.92,¥1461.43
2021-12-05,"Niushou Shengcai",¥2.52,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.11,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.41,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.71,¥1461.43
2021-12-05,"Niushou Shengcai",¥0.8,¥1461.43
2021-12-05,"Niushou Shengcai",¥2.92,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.31,¥1461.43
2021-12-05,"Niushou Shengcai",¥3.02,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.21,¥1461.43
2021-12-05,"Niushou Shengcai",¥2.82,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.01,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.31,¥1461.43
2021-12-05,"Niushou Shengcai",¥3.02,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.01,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.81,¥1461.43
2021-12-05,"Niushou Shengcai",¥2.21,¥1461.43
2021-12-05,"Niushou Shengcai",¥0.91,¥1461.43
2021-12-05,"Niushou Shengcai",¥2.02,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.91,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.51,¥1461.43
2021-12-05,"Niushou Shengcai",¥0.91,¥1461.43
2021-12-05,"Niushou Shengcai",¥3.92,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.21,¥1461.43
2021-12-05,"Niushou Shengcai",¥2.52,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.61,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.21,¥1461.43
2021-12-05,"Niushou Shengcai",¥1.31,¥1461.43
2021-12-06,"Niushou Shengcai",¥3.52,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.61,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.62,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.82,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.61,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.91,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.02,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.11,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.21,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.01,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.42,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.81,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.51,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.11,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.21,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.62,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.71,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.42,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.81,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.11,¥1521.84
2021-12-06,"Niushou Shengcai",¥3.52,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.41,¥1521.84
2021-12-06,"Niushou Shengcai",¥3.12,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.21,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.31,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.02,¥1521.84
2021-12-06,"Niushou Shengcai",¥1.41,¥1521.84
2021-12-06,"Niushou Shengcai",¥0.91,¥1521.84
2021-12-06,"Niushou Shengcai",¥0.8,¥1521.84
2021-12-06,"Niushou Shengcai",¥2.52,¥1521.84
2021-12-07,"Niushou Shengcai",¥1.61,¥1573.18
2021-12-07,"Niushou Shengcai",¥2.11,¥1573.18
2021-12-07,"Niushou Shengcai",¥2.21,¥1573.18
2021-12-07,"Niushou Shengcai",¥2.72,¥1573.18
2021-12-07,"Niushou Shengcai",¥1.01,¥1573.18
2021-12-07,"Niushou Shengcai",¥2.52,¥1573.18
2021-12-07,"Niushou Shengcai",¥3.52,¥1573.18
2021-12-07,"Niushou Shengcai",¥1.81,¥1573.18
2021-12-07,"Niushou Shengcai",¥2.92,¥1573.18
2021-12-07,"Niushou Shengcai",¥1.01,¥1573.18
2021-12-07,"Niushou Shengcai",¥2.11,¥1573.18
2021-12-07,"Niushou Shengcai",¥3.12,¥1573.18
2021-12-07,"Niushou Shengcai",¥1.41,¥1573.18
2021-12-07,"Niushou Shengcai",¥2.21,¥1573.18
2021-12-07,"Niushou Shengcai",¥2.42,¥1573.18
2021-12-07,"Niushou Shengcai",¥1.41,¥1573.18
2021-12-07,"Niushou Shengcai",¥1.41,¥1573.18
2021-12-07,"Niushou Shengcai",¥2.02,¥1573.18
2021-12-07,"Niushou Shengcai",¥0.8,¥1573.18
2021-12-07,"Niushou Shengcai",¥1.41,¥1573.18
2021-12-07,"Niushou Shengcai",¥1.91,¥1573.18
2021-12-07,"Niushou Shengcai",¥4.83,¥1573.18
2021-12-07,"Niushou Shengcai",¥4.83,¥1573.18
2021-12-08,"Niushou Shengcai",¥3.22,¥1619.2
2021-12-08,"Niushou Shengcai",¥3.12,¥1619.2
2021-12-08,"Niushou Shengcai",¥1.71,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.21,¥1619.2
2021-12-08,"Niushou Shengcai",¥3.73,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.11,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.11,¥1619.2
2021-12-08,"Niushou Shengcai",¥1.21,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.11,¥1619.2
2021-12-08,"Niushou Shengcai",¥1.41,¥1619.2
2021-12-08,"Niushou Shengcai",¥1.51,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.42,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.42,¥1619.2
2021-12-08,"Niushou Shengcai",¥3.22,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.92,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.52,¥1619.2
2021-12-08,"Niushou Shengcai",¥1.51,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.82,¥1619.2
2021-12-08,"Niushou Shengcai",¥0.91,¥1619.2
2021-12-08,"Niushou Shengcai",¥2.82,¥1619.2
2021-12-09,"Niushou Shengcai",¥1.11,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.81,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.41,¥1650.41
2021-12-09,"Niushou Shengcai",¥2.62,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.11,¥1650.41
2021-12-09,"Niushou Shengcai",¥2.21,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.41,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.71,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.21,¥1650.41
2021-12-09,"Niushou Shengcai",¥3.22,¥1650.41
2021-12-09,"Niushou Shengcai",¥2.72,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.31,¥1650.41
2021-12-09,"Niushou Shengcai",¥2.52,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.81,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.21,¥1650.41
2021-12-09,"Niushou Shengcai",¥2.72,¥1650.41
2021-12-09,"Niushou Shengcai",¥1.11,¥1650.41
2021-12-10,"Niushou Shengcai",¥1.81,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.51,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.61,¥1714.45
2021-12-10,"Niushou Shengcai",¥2.82,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.71,¥1714.45
2021-12-10,"Niushou Shengcai",¥4.93,¥1714.45
2021-12-10,"Niushou Shengcai",¥2.02,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.61,¥1714.45
2021-12-10,"Niushou Shengcai",¥4.43,¥1714.45
2021-12-10,"Niushou Shengcai",¥3.62,¥1714.45
2021-12-10,"Niushou Shengcai",¥2.72,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.51,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.51,¥1714.45
2021-12-10,"Niushou Shengcai",¥3.73,¥1714.45
2021-12-10,"Niushou Shengcai",¥5.33,¥1714.45
2021-12-10,"Niushou Shengcai",¥0.91,¥1714.45
2021-12-10,"Niushou Shengcai",¥2.62,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.21,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.41,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.51,¥1714.45
2021-12-10,"Niushou Shengcai",¥3.02,¥1714.45
2021-12-10,"Niushou Shengcai",¥2.82,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.11,¥1714.45
2021-12-10,"Niushou Shengcai",¥3.73,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.81,¥1714.45
2021-12-10,"Niushou Shengcai",¥1.01,¥1714.45
2021-12-10,"Niushou Shengcai",¥2.02,¥1714.45
2021-12-11,"Niushou Shengcai",¥1.91,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.31,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.41,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.92,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.71,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.92,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.31,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.52,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.71,¥1785.75
2021-12-11,"Niushou Shengcai",¥3.62,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.62,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.11,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.31,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.71,¥1785.75
2021-12-11,"Niushou Shengcai",¥3.02,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.92,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.32,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.31,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.41,¥1785.75
2021-12-11,"Niushou Shengcai",¥3.43,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.11,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.72,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.92,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.02,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.51,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.61,¥1785.75
2021-12-11,"Niushou Shengcai",¥5.33,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.42,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.71,¥1785.75
2021-12-11,"Niushou Shengcai",¥1.51,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.92,¥1785.75
2021-12-11,"Niushou Shengcai",¥2.02,¥1785.75
2021-12-12,"Niushou Shengcai",¥2.02,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.21,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.61,¥1901.94
2021-12-12,"Niushou Shengcai",¥3.32,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.71,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.02,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.02,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.21,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.81,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.11,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.72,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.91,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.82,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.02,¥1901.94
2021-12-12,"Niushou Shengcai",¥5.54,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.82,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.91,¥1901.94
2021-12-12,"Niushou Shengcai",¥3.02,¥1901.94
2021-12-12,"Niushou Shengcai",¥3.02,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.92,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.11,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.52,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.32,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.81,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.11,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.32,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.91,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.42,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.71,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.51,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.52,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.11,¥1901.94
2021-12-12,"Niushou Shengcai",¥3.02,¥1901.94
2021-12-12,"Niushou Shengcai",¥3.52,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.31,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.31,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.81,¥1901.94
2021-12-12,"Niushou Shengcai",¥3.83,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.41,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.11,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.82,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.31,¥1901.94
2021-12-12,"Niushou Shengcai",¥3.12,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.52,¥1901.94
2021-12-12,"Niushou Shengcai",¥4.93,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.91,¥1901.94
2021-12-12,"Niushou Shengcai",¥3.02,¥1901.94
2021-12-12,"Niushou Shengcai",¥1.41,¥1901.94
2021-12-12,"Niushou Shengcai",¥2.72,¥1901.94
2021-12-13,"Niushou Shengcai",¥4.53,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.51,¥1958.73
2021-12-13,"Niushou Shengcai",¥2.52,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.21,¥1958.73
2021-12-13,"Niushou Shengcai",¥4.03,¥1958.73
2021-12-13,"Niushou Shengcai",¥2.21,¥1958.73
2021-12-13,"Niushou Shengcai",¥3.43,¥1958.73
2021-12-13,"Niushou Shengcai",¥2.42,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.51,¥1958.73
2021-12-13,"Niushou Shengcai",¥3.12,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.31,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.71,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.31,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.21,¥1958.73
2021-12-13,"Niushou Shengcai",¥2.92,¥1958.73
2021-12-13,"Niushou Shengcai",¥0.91,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.51,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.81,¥1958.73
2021-12-13,"Niushou Shengcai",¥2.82,¥1958.73
2021-12-13,"Niushou Shengcai",¥4.33,¥1958.73
2021-12-13,"Niushou Shengcai",¥2.62,¥1958.73
2021-12-13,"Niushou Shengcai",¥3.12,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.51,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.81,¥1958.73
2021-12-13,"Niushou Shengcai",¥1.41,¥1958.73
2021-12-14,"Niushou Shengcai",¥2.62,¥2012.79
2021-12-14,"Niushou Shengcai",¥4.53,¥2012.79
2021-12-14,"Niushou Shengcai",¥3.52,¥2012.79
2021-12-14,"Niushou Shengcai",¥1.31,¥2012.79
2021-12-14,"Niushou Shengcai",¥3.22,¥2012.79
2021-12-14,"Niushou Shengcai",¥2.21,¥2012.79
2021-12-14,"Niushou Shengcai",¥2.62,¥2012.79
2021-12-14,"Niushou Shengcai",¥3.22,¥2012.79
2021-12-14,"Niushou Shengcai",¥1.11,¥2012.79
2021-12-14,"Niushou Shengcai",¥2.32,¥2012.79
2021-12-14,"Niushou Shengcai",¥2.62,¥2012.79
2021-12-14,"Niushou Shengcai",¥2.72,¥2012.79
2021-12-14,"Niushou Shengcai",¥5.44,¥2012.79
2021-12-14,"Niushou Shengcai",¥2.11,¥2012.79
2021-12-14,"Niushou Shengcai",¥5.14,¥2012.79
2021-12-14,"Niushou Shengcai",¥2.52,¥2012.79
2021-12-14,"Niushou Shengcai",¥2.92,¥2012.79
2021-12-14,"Niushou Shengcai",¥2.72,¥2012.79
2021-12-14,"Niushou Shengcai",¥1.21,¥2012.79
2021-12-15,"Niushou Shengcai",¥1.81,¥2051.37
2021-12-15,"Niushou Shengcai",¥3.22,¥2051.37
2021-12-15,"Niushou Shengcai",¥1.51,¥2051.37
2021-12-15,"Niushou Shengcai",¥1.51,¥2051.37
2021-12-15,"Niushou Shengcai",¥1.61,¥2051.37
2021-12-15,"Niushou Shengcai",¥2.62,¥2051.37
2021-12-15,"Niushou Shengcai",¥2.72,¥2051.37
2021-12-15,"Niushou Shengcai",¥2.32,¥2051.37
2021-12-15,"Niushou Shengcai",¥1.11,¥2051.37
2021-12-15,"Niushou Shengcai",¥1.21,¥2051.37
2021-12-15,"Niushou Shengcai",¥1.01,¥2051.37
2021-12-15,"Niushou Shengcai",¥2.32,¥2051.37
2021-12-15,"Niushou Shengcai",¥3.73,¥2051.37
2021-12-15,"Niushou Shengcai",¥0.91,¥2051.37
2021-12-15,"Niushou Shengcai",¥2.21,¥2051.37
2021-12-15,"Niushou Shengcai",¥2.02,¥2051.37
2021-12-15,"Niushou Shengcai",¥2.11,¥2051.37
2021-12-15,"Niushou Shengcai",¥1.51,¥2051.37
2021-12-15,"Niushou Shengcai",¥1.51,¥2051.37
2021-12-15,"Niushou Shengcai",¥1.61,¥2051.37
2021-12-16,"Niushou Shengcai",¥4.63,¥2128.81
2021-12-16,"Niushou Shengcai",¥2.42,¥2128.81
2021-12-16,"Niushou Shengcai",¥1.91,¥2128.81
2021-12-16,"Niushou Shengcai",¥1.91,¥2128.81
2021-12-16,"Niushou Shengcai",¥2.52,¥2128.81
2021-12-16,"Niushou Shengcai",¥1.31,¥2128.81
2021-12-16,"Niushou Shengcai",¥3.43,¥2128.81
2021-12-16,"Niushou Shengcai",¥2.52,¥2128.81
2021-12-16,"Niushou Shengcai",¥3.02,¥2128.81
2021-12-16,"Niushou Shengcai",¥4.43,¥2128.81
2021-12-16,"Niushou Shengcai",¥1.51,¥2128.81
2021-12-16,"Niushou Shengcai",¥2.02,¥2128.81
2021-12-16,"Niushou Shengcai",¥1.61,¥2128.81
2021-12-16,"Niushou Shengcai",¥2.72,¥2128.81
2021-12-16,"Niushou Shengcai",¥2.82,¥2128.81
2021-12-16,"Niushou Shengcai",¥1.11,¥2128.81
2021-12-16,"Niushou Shengcai",¥1.51,¥2128.81
2021-12-16,"Niushou Shengcai",¥2.82,¥2128.81
2021-12-16,"Niushou Shengcai",¥1.51,¥2128.81
2021-12-16,"Niushou Shengcai",¥2.72,¥2128.81
